Tweet_ID,Tweet,Sentiment
2240,Damn twitter who shit in your corn flakes this morning. just wow.,0
2241,@user much deserved. hey kale,1
2242,@user i actually wasn’t even thinking about this photo 🙈 but now i’m even sadder bc we got *this close* renewannewithane,0
2243,Also prepped the mooshes and asparagus. Gonna take Felix for his walk while the bf finishes up the dinner :),1
2244,RT @user It's garbage cooking day Half a head of cabbage 🥬 An onion and lots of garlic Three old carrots 🥕 An entire polska kielbasa…,0
2245,@user @user @user @user i only got 1 win and that was on switch where everyone plays terrible,0
2246,"@user The math was pretty basic, he chose to kill 300,000 Americans. We would have voted for a turnip instead of trump.",0
2247,"Kevin Moon not only paid attention to me once on v-live, but three times. Idk what to do with myself anymore?🧍‍♀️ What a cool cucumber. 🤧 My sibs used to work at UBC in the Psych Dept. during the 0.5 seconds(lol) Kevin was a student there, so it’s highly likely they had him! 🙊🙈",1
2248,"eggplant has been roasted, ramen is almost ready to eat and I got a start on a sewing project I'm really excited about",1
2249,"@user The really cool thing is you can stuff them with savory or sweet fillings. Used to have incredible dinners with friends, chicken spinach waffles, onion garlic kale waffles, anything. This is a plain waffle from long ago:",1
2250,RT @user @user ; @user ; @user ; @user ; @user ; @user Merry Chrimuh in advance ♥️,1
2251,"The FREE book ONLY TODAY😊😊😊 This book is intended for you to enjoy fresh, healthy, and very tasty dishes with eggplant. NonFiction FreeKindleBook Freebies Freebie FreeBook iPhone freedownload freebies freestuff AmazonPrime bookpromo",1
2252,Never give up! lettuce Can I could fly wish upon a flower! Flowers are adorable.,1
2253,@user @user You turnip. You have had four years to “get it done”. It is almost like you are a lazy sack of lard who is too lazy to work. Your idiotic advisors pushed you to escalate and now you are close to failure. Waste of space.,0
2254,NO i got greedy and now i missed my turnip price peak 😭😭😭,0
2255,"Girl, six, is forced to go to school looking 'like a tomato' after her prankster mother smeared her face in LIPSTICK",0
2256,RT @user I love this lil mushroom filter on snap🍄✨,1
2257,I mean only cucumber yes but with avocado 😍 😂😂 I’m not shure if I’m ready for your answer because these two are my fave,1
2258,"@user Rotisserie Chicken, a salad, green beans and rolls. Sean Im so full bruh",1
2259,Cauliflower Mac n cheese. You are welcome. 💋,1
2260,@user This pic is 🔥 Happy birthday!,1
2261,i literally cannot cook w/o garlic. that girlie bangs too much,0
2262,"[Turnip Exchange] [545 bells] 🏖 ""Jumanji"" is open 🏖 This is my kid’s island, she’s super excited so please be kind and respectful. ... Join here 👉 ACNH turnipprices TurnipPrice ACNHtrade",1
2263,I burnt my fucking corn,0
2264,"Eating avocados on a daily basis can improve gut health, according to a new study from the University of Illinois. avocado avocadosaregoodforyou guthealth gutmicrobes cholesterol immunesystem earthdotcom",1
2265,"Just saw something called a ""vegducken"" on chopped and I WANT IT SO BAD? SQUASH IN SQUASH IN SQUASH?! YES.",1
2266,@user I love asparagus....it is extremely good for your kidneys and urinary tract.,1
2267,"@user thank u for all your efforts on our golf course, happy Christmas to u all, hope u all enjoy ur chocolates, except Rocky as I've got some rice cakes for him! Thanks again boys",1
2268,@user Pelosi is 82 and Hakeem Jeffries is bad really antagonistic to the left but I don't think he has the ability to squash all dissent from the inside like she does.,0
2269,"@user @user @user Hey coach! I love a good grilled cheese 🧀 as long as it has some spinach, avocado and is on whole grain 😂. @user has an amazing dietetics program . I’m a very proud alumna 👩‍🎓 💙🤍. I worked with the sports teams there during my MS too! Great athletes 🏒 🏈 🏀 👟 🤸‍♂️",1
2270,Really likes mango and avocado,1
2271,i would do bad things for some of shaya’s cauliflower hummus rn 🥺,0
2272,"@user Nice, lets go",1
2273,Why does asparagus make ur pee smell like that. One of my fav veggies but it comes with a price.,0
2274,"@user @user Cope or leave the country, pumpkin.",0
2275,@user I put ground beef in mine though for some protein 🤗 but it was delicious,1
2276,Why does my apartment smell like @user quinoa??? I ain’t cooked nothing.,0
2277,Somehow I managed to open the letter with the stickers without ripping the potato! And I love the Halloween packing 🎃 + Big Thank you for the Extra stickers 😭💕💕💕 Look at my fire platypus and his sticker friend😍✨,1
2278,spinach artichoke dip saved my life today,1
2279,thank u yams,1
2280,"RT @user And those smoked burgers down the street at Tejas Burger Joint are still great. Mushroom/Swiss, muffuletta burger, and a Caesa…",1
2281,"@user They do meals and stuff too, like big lasagnas and eggplant parmas etc. And the cannoli HOLY MOLY THE CANNOLI 😍",1
2282,i don't like asparagus,0
2283,"""Best sandwich and salad place in town! The turkey club with added avocado and tortilla soup is incredible.""-Gallien on Yelp",1
2284,@user Peanut butter and pumpkin spice are two of my least favorite things about America.,0
2285,fuck i forgot i had to cook rice 🧍‍♀️,0
2286,"A great fitness enthusiast and an avid squash player, External Affairs Minister @user laid the foundation stone of 6 Squash Courts at Major Dhyanchand National Stadium today, with Sports Minister Shri @user NewIndiaFitIndia @user @user @user",1
2287,Turkey butternut squash chili. Super happy with the recipe. Adding it the website this week.,1
2288,@user SORRY FOR THE LATE REPLY I like Kabocha casue I don't have to peel it! You can eat the skin and it tastes pretty good! It's... Kind of sweet! Sweeter than a regular pumpkin. It's commonly simmered in a mix of soy sauce and sugar. I like roasting it with garlic and parmesan~,1
2289,@user I hate that I cannot do Mediterranean food anymore. I got sick eating rice and chicken back in March and now even the word Mediterranean makes me gag. And I really hate it cause me being sick had nothing to do with the food,0
2290,"@user I’ve become obsessed with bruschettas, hot-sautéed Mushroom &amp; Brie, portobello &amp; mozzarella, cold-tomato basil &amp; mozzarella, baby grilled artichoke hearts topped with butter, smoked Gouda (no need for anything else), ricotta &amp; roasted red peppers, etc. I’ve gained 15lbs this yr.",1
2291,"@user Nahhhhhhh only with rice, anything else it just doesn’t bang😩",0
2292,Bad news is that white youth voted overwhelmingly for Turnip,0
2293,"RT @user ""do you eat SALT on CUCUMBER?"" ""Is this deliberately provocative? Cucumber is shit."" THIS YOU?",0
2294,"@user i was ok with it but i draw the line at butternut pumpkin hybrid, that shit is unnatural",0
2295,"@user @user Same! My gf and I just got back into it, taking it very easy and playing in small, 30 min chunks. It feels fresh and fun again. F the turnip race though. I just want to be cozy and not obligated to login every damn day.",1
2296,"@user Leek and Potato soup is divine ! Really easy , recipes all over web, if soups not your thing then stuff as many leeks as possible down pants to ward off unwelcome advances ( but soups better )",1
2297,My potato leek soup sucks compared to my mom's. And I used her recipe. headdesk,0
2298,RT @user JUNGWOO Always eat spinach for resonance era. And look how sexy he is right now,1
2299,"@user I can live on their garlic dip. Goes well with everything - chips, cucumber and tomato slices, toast",1
2300,"@user @user You know, some coins with Bowser and\ or Mushroom King on them would be even cooler.",1
2301,RT @user @user literally they will throw black ppl under the bus for a fucking corn chip,0
2302,@user thats worse,0
2303,"It's red, white, and green — AND warm and delicious. If this doesn't scream Christmas dish, we don't know what will. christmasrecipe healthyrecipes holidayrecipe healthyholidayrecipe",1
2304,"@user Least favorite things I’ve ever had in my mouth: Snails Eel Eggplant...hey, I’m seeing a pattern here of slimy things 🤢",0
2305,"RT @user @user This is amazing. Also, I've just been to Aldi, and potatoes, sprouts, carrots, parsnips and red cabbage…",1
2306,@user Glucose is blood sugar present in all living organisms. Dextrose is corn sugar made from cornstarch. Blood sugar and corn sugar are not “one and the same.” Corn sugar (dextrose/D-glucose) can prove fatal to anyone w/an allergy to corn.,0
2307,@user @user @user @user @user Froch left him because he was fat and went to hear because he kept himself in shape and played squash. It's in frochs book what a vain cunt,0
2308,@user yeah it’s ur stinky musty asparagus peee🤢🤢,0
2309,i’m so gross why am I wanting a hot dog and sour cream + onion chips rn,0
2310,I nice creamy tomato soupy and bread bowl 😋,1
2311,Thank you all for joining us today! Hope you all enjoyed it :) we'll be doing more dodo drops in the future so stay tuned for those! We also will be doing a turnip Q to celebrate hitting 6K!! This is an early reminder to verify ur turnip account if it's not already verified 💜,1
2312,RT @user vegans will look you dead in the eyes and try and tell you cauliflower taste like fried chicken,0
2313,"Those rat bastards in the Republican party better get their heads screwed on and vote for a reasonable payment to the American people. $600? People are broke, people are starving and they want to dangle a carrot? Get your shit together you bunch of swine!",0
2314,Love a bit of carrot🐾,1
2315,"-tement: ""This is the lettuce you eat at Burger King."" Admittedly, he had shoes on. But that's even worse.",0
2316,I always thought Cynar was a liquor made from hops but it’s actually a fucking artichoke on the label gross why would I want boozey artichoke juice,0
2317,@user Cauliflower? Wow. It really is versatile.,1
2318,@user Happy holidays Jake. Hope it's a good one,1
2319,@user @user @user @user Their decisions made absolutely clear VOTERS HAVE NO VOICE IN GOVERNMENT!!! Clearly voters now play no part in the election of a President. The Democrats explicitly decided to squash votes.,0
2320,We're Qurazy for this Quinoa &amp; Eggs Breakfast Bowl topped with our Organic Green Kraut. 😋 📷 Gram fan @user guthealth foodie,1
2321,@user @user @user Has Mr.Puri ever grown a single Radish ? A man who can't speak Punjabi properly and was unable to connect with rural people in Amritsar during his election should not be called as an expert on farming issues.,0
2322,@user @user @user @user @user Your opinion. If everyone hate his movies. The audience score on rotten tomato would be negative.,0
2323,Just a big F-YOU to all the people out there that are using bots to by a PS5 @user PlayStation5 - Ugh. Sold out everywhere... I feel like this is 1985 Christmas searching for a Cabbage Patch Doll.,0
2324,"Good Morning! Let's make a sandwich to start a happy day! Open the fridge, and grab two pieces of toasts. Take fried eggs as the protein, tomato and spinach as veggies. Finally, add some mustard and provolone cheese. Have it with a cup of sparkling water. Enjoy your morning!",1
2325,"@user Honestly Sarah since our convo my cauliflower consumption has decreased dramatically, I just couldn’t handle the disappointment 🤣🤣",0
2326,"I am super proud of this salad I made (mostly!) from things I got at the farmer's market! I used kale, green &amp; red cabbages, green leaf lettuce, and carrots. I threw in sweet onion vinaigrette, italian cheeses, and sunflower seeds. Don't forget the edamame &amp; quinoa!",1
2327,"早上好! Let's make a sandwich to start a beautiful day! Open the fridge, and grab two pieces of toasts. Take chicken breasts as the protein, onion and spinach as veggies. Finally, add some cream and provolone cheese. Have it with a cup of black coffee. Enjoy your morning!",1
2328,Got the best h e a d of my life today Lmao I mean a head of cabbage is was so fresh,1
2329,"@user Roasted chicken,stir fry,mash potatoes,sweet corn,asparagus and rice WooliesChristmas TheInsiderSA 🥰😋🥰😋",1
2330,@user Ohhh I want to try I love okra,1
2331,@user @user Billy put a restraining order on me. I'm no longer allowed to send him eggplant photos. BlockedLife,0
2332,"My breakfast is coffee n pizza w a cauliflower crust n Ladasia didn’t question it, feeling very loved",1
2333,"@user O K...it's on my list! bet it going to be good-I do love avocado...hey,by the way-when you make bacon,lettuce and tomato sandwich-put avocado in it.Very good!",1
2334,"RT @user These people are sick and demonic, they have a reprobate mind, they will be EXECUTED for their crimes against humanity and A…",0
2335,"Fresh farm produce delivered straight to your doorstep. The stress of going to the market removed completely. It is cheaper, easier and very fresh. We have yams, garri, beans, rice, vegetables, dry corn, elubo, onions, locust beans, ogi, plantain, palm oil, crayfish, pepper, etc",1
2336,Disliking avocado is a red flag,0
2337,Life of a finsub Smart Sacrifices Dinner Lentils with Brown Rice First time I tried these lentils their delicious organic only .98 cents a can and I get 2 servings I love this rice there is a variety and so easy just heat up a serving Cost less than $1.50 @user,1
2338,So I have a major problem with most cooked vegetables. Specifically green ones. But last night I ate 3 cooked asparagus and it was tasty. I’m proud of me.,1
2339,"@user easy recipe in case u ever wanna try it: toast + balsamic vinegar , italian seasoning/oregano + swiss cheese and spinach (its very yummy :D)",1
2340,"@user Gorgeous sprinkled over a home made foccacia alongside onion , garlic , sea salt . Blue cheese too if the budget allows .",1
2341,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you for the nice whiskey, anime/manga, video games, and onion bread ;)",1
2342,Check out Pumpkin spice and Everything nice ! Available for the next 2 days via @user,1
2343,"@user @user Yeah, eggplant hates me too",0
2344,"I used to love making my husky food- liver/ eggs, sweet potatoes, hemp seeds, coconut oil, spinach, turmeric, and little boop on the noise",1
2345,Lentils and beans are the one.,1
2346,@user there's a sports club in clark city pampanga and offers socially distanced squash honestly it's so fun,1
2347,ok go back to shaking ur boobs and drinking ur celery juice that don’t work,0
2348,"@user In NY, culture &amp; diversity, beautiful Catskill countryside. In FL, horse farm region near Ocala, also nice. GA, foothills of the Blue Ridge mountains, In IA, delicious corn, really kind hospitable people. CA, U can go 2 the beach &amp; go skiing in the mountains all in 1 day.",1
2349,@user @user @user The occasional “Schmutz” too. Oh and his riff on the old Badger Badger Mushroom is always amusing. I have certainly learned quite a lot watching his videos they’re strangely compelling.,1
2350,RT @user @user candy corn is amazing,1
2351,That’s what happens when you sit back and soak up pressure for the whole game. Cabbage cunt,0
2352,"This all-natural sauce brings together the best steakhouse flavors like onion, garlic, brown sugar and Worcestershire sauce to give your dinner the flavor it needs. foodie glutenfree",1
2353,yo moots chocolate cake and potato chips is a new moveee ✨🧁,1
2354,"@user Most men I've met would probably fuck an actual tomato if they got the chance, so it's gonna be tough to convince me he was like ""I don't wanna have sex with a Biden supporter"" mid-sex",0
2355,@user @user @user I think @user might be my absolute favorite perfumerie. The Earl Grey + Cucumber is a go-to! I need to pick some up from @user ... I am ~out~.,1
2356,he was so protective of his pumpkin god help me they’re adorable,1
2357,okay honestly both sun and mushroom are worthy winners but i just REALLY want the sun to win please,1
2358,RT @user Got this bad bitch w a onion and she got her own money 💅,0
2359,Who's watching the CIB Black Ball Open? There have been some incredible dives so far! @user and @user both took turns diving in their monster match! (Photo from @user Squash,1
2360,"Your so sweet like, a pumpkin treat(Mmm)",1
2361,Eating rice outside is a waste of outing 🤣💀💀,0
2362,"RT @user This guy is a brilliant satirist, artist behind the Onion cartoons",1
2363,@user What the fuck took you so long?,0
2364,"Bonjour! Let's make a sandwich to start a wonderful day! Open the fridge, and grab two pieces of bagels. Take ham as the protein, tomato and spinach as veggies. Finally, add some mustard and cheddar cheese. Have it with a cup of breakfast tea. Enjoy your morning!",1
2365,"@user TRUE, no onion gang they always taste bad on burgers",0
2366,my husband is eating a cucumber ben horne style and its making me feel weird,0
2367,Looking forward to cooking with @user today! Making my kale quinoa cesar salad and some other yummy dishes with our amazing chef @user,1
2368,"RT @user Trying to make cheese, onion and potato pasties with a toddler means saying FUCK IT ONE OF THEM IS HUGE at the last minute an…",0
2369,RT @user @user @user Give me an ugly parsnip any day. I don’t trust a handsome parsnip.,0
2370,I kinda want to make more fries today. The ones yesterday especially the garlic roasted ones tasted great.,1
2371,Quinoa isn't just a healthy side dish; it can also help us fight against food insecurity now *and* in the future:,1
2372,@user Literally! Doordash gon have the nerve to have it at 5$ extra every order you deliver too 😭 but I don’t like driving in this weather at alll,0
2373,@user A woman after my own heart 😁 want some breakfast I'm doing avocado tomato and bacon on toast 😋,1
2374,so what I’m hearing is that Louis just hates green vegetables. first avocados then cucumbers. next he’s coming for broccoli and spinach,0
2375,"We had salmon nabe with potatoes and all sorts of tasty veggies, likr spinach and leek, with a little bit of butter on top like the recipie suggested and it was sooo good.",1
2376,"""I am making Impact worth watching again; tomorrow I'll squash Janela. Another day in the life of the world's greatest wrestler.""",1
2377,@user But my book has 50 delicious celery recipes. If you can't see that then you're beyond help. I'll make a smoothie for you.,1
2378,"The Cabbage Soup I made was a hit. One neighbor told another neighbor,.. Giving soup to the neighbors. Luckily, I made two big pots of soup. I have already been told that my neighbors are on their second bowl. One neighbor tole me that I get an A+",1
2379,@user i have a crush on google and green beans - wow 😭,1
2380,@user Kix and corn flakes with banana slices 🤩,1
2381,Oh the zombie apocalypse is on us she dropped like a hot potato get that vaccine away good luck to people taking that shit,0
2382,@user Glucose is blood sugar present in all living organisms. Dextrose is corn sugar made from cornstarch. Blood sugar and corn sugar are not “one and the same.” Corn sugar (dextrose/D-glucose) can prove fatal to anyone w/an allergy to corn.,0
2383,Eating Avocado Is Good For Your Gut (Study); 5 Fun Ways To Include Avocado In Your Diet image content,1
2384,Drinking slim fast as a child to avoid my mom's plain quinoa breakfasts really did smth to my psyche,0
2385,@user I had a stress dream where my brother jokingly threw the pumpkin roll I made and caused it to crack - a nightmare really. Stress dreams aren’t cute😪,0
2386,Bruh everyone is getting their nails done and my nails are just sitting there looking like corn chips. 😭😭,0
2387,i keep thinking about how i almost literally choked with a piece of tomato because i just saw him there and i went ¿,0
2388,Not under President Trump’s watch because he will squash you Muslim fucks like a grape,0
2389,@user Nope. Rotten Kale and/or Spinach. Quite putrid.,0
2390,Dat hamburger steak &amp; rice iGot from bears den was good AF 😋,1
2391,RT @user Me: hey Ian I told my therapist yesterday how annoying you are. Ian: how am I annoying? *whips a candy corn at my butt*,0
2392,RT @user tuna flavored cucumber ur so sexy 🐟🥒,1
2393,"Another AMAZINGLY fun, and informative 'Cooked with AC' cooking course! A deliciously versatile meal equipped to boost immunity! **Class Subject: Saged Salmon w/ Veggie Quinoa Hash Book to get 'Cooked with AC' today! 👉🏾 ~Great Eats &amp; Healthy Cooking!",1
2394,It be people that look like Kevin the Sea Cucumber that got the most shit to say. Pack it up big nosed pickle,0
2395,"@user @user @user I like the savory toast thing! But I will NEVER get those beans she loves for breakfast or a Bacon Butty. WTF, toast the damn thing and add lettuce and tomato!",0
2396,RT @user You mofos out here eating OKRA,0
2397,@user hey i-i-i-i-i-i'm no parsnip :-(,0
2398,"RT @user How great is spinach for you? It is viewed as probably the most beneficial food you can eat, be…",1
2399,i just had the BEST AVOCADO TOAST AND SMOOTHIE FCKKKKKK y’all go to bowl mami in carrollton for y’all’s healthy treats bc omg they just gained a loyal customer,1
2400,TWO MORE DAYS to enjoy our FREE DELIVERY and no service fees on all orders including this Korean Fried Cauliflower Bowl.​ 📸 @user JOEYrestaurants freedelivery cauliflower,1
2401,"The photo looks perfect, isn't it?!😍 Melted butter...Yum! Not to mention stuffed leaves, tomato pickle, and seasonings. Wheat flour is an entirely different topic.🍅🧈🥘 If you’re a little lost on how to eat healthily yet tasty, your destination should be ABAD’s sales points!",1
2402,@user i hope u enjoy ur burned potato 😰,1
2403,Due to a certain illness ive been forced to drink cucumber juice twice everyday and its been a nightmare thx for asking,0
2404,It’s so infuriating trying to get everything in your salad on one fork and you go and try to stab a tomato and it literally all falls apart like I’m just tryna live here,0
2405,@user @user Kale your annoying. Who gat a rock?,0
2406,Dammit I can’t find a video of someone shooting a can of Yams,0
2407,I’ll eat anything that’s potato absolutely beautiful,1
2408,"Patagonian Baby Scallops with Italian Mouli (Parsnip) pureé, Samphire &amp; New Potatoes. Simple dish, very few ingredients, very powerful nutrition. 44Foods @user",1
2409,RT @user dreamboat/ping pong/cucumber charlie is one of the best side characters fight me,1
2410,"@user trash bag, tomato, rubber band, fish bowl. now what?",0
2411,"@user Keep your tomato sauce, I will buy you 6 hunters dry. Your lucky day 💕. DM your digits, I will eWallet.",1
2412,They wanted chilli for tea. It’s fucking hate chilli. Hate it. I’m having parsnip and carrot soup.,0
2413,@user They are San Antonio!!! Just went an got a Fish combo wit Mac &amp;cheese &amp; spinach &amp; a white role the other day 🔥🔥🔥🔥,1
2414,@user You had nice lettuce!,1
2415,Coolest thread. EVER. Will drop off a carrot cake to the surgical team at Starship manãna @user First operation i saw at Starship was a Norwood/Sano. Mind blown.,1
2416,"tw food diets dieting eating detoxes Okay this is the last i will say on the Lizzo thing but diets are a scam, detoxes are a scam, your liver is there to do it for you and if its not you need medical support not a celery smoothie doing a detox IS NOT MAKING HEALTHY CHOICES",0
2417,"@user I am not an American.l was just wondering why an incumbent president cannot protect his legal and legitimate right like ‘a little Chinese cabbage 🥬’. Unbelievable!ridiculous!unthinkable! Stupid....! Please give me an answer, great Americans.",0
2418,"Here is another meal that your dog(s) will love: mac and cheese with spinach. This recipe is super quick and easy to make. If you would like to know how to prepare this recipe and the quantities needed for your dog, either comment below or send a DM. vetchef freshfeddogs",1
2419,when i started stanning in 2018 people were trying to squash this joke... 2 years later and people STILL think this is ok ????? please grow some braincells,0
2420,Vegans will look you dead in the eye and tell you cauliflower tastes like wings,0
2421,@user @user @user @user @user Thanks for giving me a chance for this! I did the steps now let’s get this corn! 🍿🍿🍿,1
2422,"Ending 2020 strong with @user forgetting my gluten free bun, so now I’ll just enjoy my grilled chicken breast wrapped with lettuce and paper 😭 It’s fine, it’s fine it’s 2020",1
2423,@user Physicians should never be granted a medical degree if they don't know the critical difference between blood sugar (glucose) and corn sugar (dextrose/D-glucose). Corn sugar (dextrose/D-glucose) can prove fatal to corn-allergic patients.,0
2424,RT @user @user This MUST be fake. I know Juliarse Dilemma is the Cabbage in Chief but I can't believe even he would say somethi…,0
2425,"The more 45 escalates about his 70m votes and cheating dems, the more convinced i am that he never actually got 70 m votes, and that he cheated to get to that number, thinking it would be landslide victory. He didn't know hoe much America truly loathes his pumpkin guts",0
2426,@user blue &amp; yellow 💙💛,1
2427,Was at the 21 pilots concert with my daughter and decided to take a selfie 😜 I met some guy in the pit that claimed to be Tyler’s brother and kept asking me if i wanted to meet up? LOL! @user Nice concert! I liked the part where you sang about bowl of rice 👍,1
2428,@user omg my dreammm 🍄🥺💗 i want to be a mushroom harvester lol,1
2429,There’s only one more week until Christmas and Radish is feeling cute and festive 😍🎄🎁 terrierx christmas christmas2020 christmastree presents poser toocutehandle cuteness feelingfestive,1
2430,Combination of bread and okra soup. Wtf😒,0
2431,@user Anything with garlic and butter on it is pretty tasty. Yes I’ve eaten snails. You have to not think about what you’re eating when you eat them.,1
2432,@user @user You're a mean one Ms Grinch! You're really a heel! You're heart's an empty hole. You have all the sweetness of a seasick crocodile. You're a rotter Ms Grinch. You're the queen of sinful sots. You're heart's a dead tomato splotched with moldy purple spots Ms Grinch!,0
2433,@user @user I’ve tried two of the flatbreads. I love the artichoke one. I just added a little goat cheese and an egg. The crust gets pretty crispy on the pizza stone. Trying 2 others next time.,1
2434,green beans are rly that bitch,0
2435,@user Black bean soup is fantastic when partially puréed. Butternut squash soup has to be puréed.,1
2436,Walking past Pizza Hut everyday and smelling garlic bread is torture,0
2437,@user @user I am happy that I made someone's day😊,1
2438,I want a pumpkin toadlet!,1
2439,@user @user I hate masterchef I wouldn’t mind if `I got some recipes out of it all I learn’t is how to prepare a Jerusalem artichoke which isn’t probably a great life skill in data networks. ME: hi couldn’t fix your fault but here is a Jerusalem artichoke I prepared for such an occasion,0
2440,RT @user cool as a cucumber 🥒,1
2441,"classic leek &amp; potato soup this week 🙌 topped with sour cream, fresh chives, homemade croutons, aged cheddar &amp; a little drizzle of truffle oil. served with some delicious focaccia- showcasing some incredible ingredients from our arcade neighbours 🥬🥔🧀🍄 🤗 @user",1
2442,RT @user That’s a sick scenario if you think about it .. McDonald’s for the yams eww,0
2443,RT @user really happy today :D Avocado is my new fave vegetable :) x,1
2444,"RT @user Best vegan “oxtails” I’ve had so far with jollof rice, cabbage &amp; plantains dallas 🌱🔥🔥🔥",1
2445,@user asparagus is so gross,0
2446,"We had wet exercises at the track this evening. Some nice warm sausage and kale soup makes an amazing dinner! @ North Portland, Portland",1
2447,Celery is the perfect vessel for all sorts of snacks. I concur.,1
2448,I have some fancy mushroom coffee 😀😀,1
2449,"The Best Ginger Beef Ever. 1/2 lb of Beef, Cubed 3/4 cup of Kale, Minced 1 1/4 tbsp of Ginger Poke holes in Beef with a fork. Pan sear Kale until cooked through. Garnish with Ginger and serve. Watch your fingers!",1
2450,@user My mom was a better than average cook with a limited repertoire but her potato salad was the best ever.😘,1
2451,@user Noooo red cabbage is great! Do it the Nigella way - cooked long and slow in pomegranate juice and spices 😋 @user,1
2452,Corn is a meme thief,0
2453,Why can’t I just buy a bottle of shitty pizza chain garlic sauce. I want it,0
2454,@user @user Of course! It’s for making cucumber bread! You really should taste my grandma’s dill dough.,1
2455,Can’t wait to be ina Yams it’s too cold out here 😭😭,1
2456,"Fuck off Big Sam, anyone got a cabbage?",0
2457,@user Thank yoooou yams.!! I’m on it.! Lls,1
2458,"Life is livable, whether happy or upset Al-Farah cucumber is much more beautiful than Zaal tomato Joking, it is important not to be angry 🤣 @ Abidjan, Cote d'Ivoire",1
2459,"@user Um count me in on the onion sensitivity/Hamilton thing. I was convinced I had stomach cancer and even got a colonoscopy. Then I just started doing an intake of what I was eating that hurt my guts. Anyway, I don’t know why you got sick but fuck an onion",0
2460,Forcing myself to eat as much Spinach as possible in 3 days because it’s too pretty to throw away lol,1
2461,@user So did youse ya fucking onion 😂,0
2462,"Autobot: May I suggest that this time you order an 8-slice with ricotta, arugula, and tomato instead? Me: No, I hate vegetables. Autobot: But your cholesterol is not good Me: How do you know?",0
2463,I'm having spicy pumpkin soup nad it's delicious and only 120 cals for a big portion!! 🎃,1
2464,Our local pizza takeaway has changed its garlic sauce pots so they now fit perfectly in the egg holder of our fridge. lifegoals,1
2465,"@user @user Oh come on, everyone loves caterpillar cake don't they so why not have a mouse radish - I am definitely doing this next summer 😃 or now with turnips 😘",1
2466,Listening to Air Supply crafting. Sipping on Lime squash with ice 👌🏽,1
2467,@user Curse you and your internet crossing onion cutting.,0
2468,should be terrified him.. will go and flagellate with a wet lettuce for my sins.,0
2469,Everytime I see someone with a rose tattoo I wanna go up to them and say I like your cabbage 😂,1
2470,"Have you ever noticed people won’t take the time to look up really important information, yet they’ll take a 15 minute quiz to see what fucking potato they are.🙄🙄🙄🙄🙄🙄 By the way, I’m a king Edward.🤣🤣🤣🤣🤣🤣🤣🤣",0
2471,@user Your health minister is an utter turnip,0
2472,"@user @user @user @user That's why I need to order something different bc I get rashes with matcha. If I still break out later, then it's the corn in the cream or syrup bc yes, I'm allergic to corn. @user take care of yourself. Don't be like ahjumma with all weird allergies. @user",0
2473,I don’t ever search naked men or body building on anything so why is my search section of Instagram riddled with half naked men who live off of chicken broccoli and green beans 🧐,0
2474,This account is an evolved disgrace of the enemy cabbage. He will be taken care of soon...,0
2475,@user That’s my girl. I Love the cheese. Nope no Christmas meal for me. Not even a duck fat triple cooked roasted potato. I did treat myself to some Stilton and all butter mince pies from the English supermarket today. I’ve been good. Only had 1 pie. So far.,1
2476,"Since no one asked here is a cross section of my sandwich today. Whole grain bread, mayo/deli mustard, S&amp;P, red onion, arugula, tomato, S&amp;P, cracked pepper turkey, pepper Jack cheese, cucumber, S&amp;P, arugula, bread. Gordon R. says season every layer with salt and pepper - so good!",1
2477,"Instant Pot Meatloaf and Garlic Parmesan Potatoes is a whole meal made right in the electric pressure cooker. Tender, flavorful glazed meatloaf and perfectly seasoned potatoes.",1
2478,@user @user there's also a video of him making it somewhere where he talks about baking the corn crust on top of berries which sounds amazing,1
2479,"@user Sell your glovebox atlas somewhere else, you jinglin' and janglin' corn shucker",0
2480,"@user @user I had a chicken, ham and leek one yesterday. Pretty good.",1
2481,Enjoying this rocking banana imposter carrot chair like a kid 🤣 lol lazyafternoon outandproud❤️💙💚💛💜 lgbtq🌈 lgbtqi lgbtqiaplus lgbt gaymenwithtattoos gayasian gay asian pinoy filipino philippines🇵🇭,1
2482,"@user @user Amanita verna, commonly known as the fool's mushroom, destroying angel or the mushroom fool, is a deadly poisonous basidiomycete fungus...always practice safe sex!",0
2483,@user my favorite flavor is loaded baked potato FreshAsMrPEntry,1
2484,This ginger leek salmon is flavor-packed and super easy to make in your rice cooker. Dinner is going to taste amazing! HealthyBalancedBetter StayHomeWithTiger StaySafe Get the Recipe 👉,1
2485,@user this just confirms that you rub corn chips on your feet daily,0
2486,I hate seeing ppls grocery hauls on IG stories cause it just makes me mad. Why are u buying ‘hummus’ made out of squash and cottage cheese and tortillas made from fuckin cauliflower ur disgusting,0
2487,"RT @user @user @user I feel stupid, too. There's only a handful of things I regret more than not backing up my…",0
2488,"@user @user Stay safe!! I recommend you to @user on Instagram for all hacks and data recovery. Fast, reliable and safe I'm a living testimony",1
2489,@user @user @user @user @user @user @user The fucking cabbage 🤣,0
2490,@user Hey I love you ❤️,1
